normalized_name,count,examples
67812,2,"6,7,8,12"
31,2,31
6781518,2,"6,7,8,15,18"
29,2,29
830,2,"8,30"
기타대여금및수취채권,1,기타대여금및수취채권
기타장기대여금및수취채권,1,기타장기대여금및수취채권
퇴직연금운용수익,1,퇴직연금운용수익
기타수취채권의감소증가,1,기타수취채권의 감소(증가)
사외적립자산의증가감소,1,사외적립자산의 증가(감소)
선급리스료,1,선급리스료
투자수익,1,투자수익
투자비용,1,투자비용
지배기업소우쥬지분,1,지배기업소우쥬지분
당기손익공정가치금융자산평가이익,1,당기손익-공정가치금융자산평가이익
당기손익공정가치금융자산평가손실,1,당기손익-공정가치금융자산평가손실
당기손익공정가치금융자산처분이익,1,당기손익-공정가치금융자산처분이익
당기손익공정가치금융자산처분손실,1,당기손익-공정가치금융자산처분손실
종속기업처분손실,1,종속기업처분손실
관계기업손상차손,1,관계기업손상차손
중단영업현금유출입이없는수익ㆍ비용조정항목,1,중단영업 현금유출입이 없는 수익ㆍ비용 조정항목
운전자산조정합계,1,운전자산조정합계
확정급여부채의순증감,1,확정급여부채의 순증감
감자비용,1,감자비용
비유동충당부채의감소,1,비유동충당부채의 감소
상환우선주발행,1,상환우선주 발행
기타금융자산장기,1,기타금융자산(장기)
공정가치측정금융자산,1,공정가치측정금융자산
기타채권장기,1,기타채권(장기)
기타의투자자산,1,기타의 투자자산
유급휴가부채,1,유급휴가부채
단기차입금및유동성장기부채,1,단기차입금 및 유동성장기부채
기타금융부채유동,1,기타금융부채(유동)
기타금융부채비유동,1,기타금융부채(비유동)
계속영업손실,1,계속영업손실
계속영업당기순손실,1,계속영업당기순손실
중단영업당기순이익,1,중단영업당기순이익
총포괄손익의귀속,1,총포괄손익의 귀속
계속영업기본주당손실,1,계속영업기본주당손실
계속영업희석주당손실,1,계속영업희석주당손실
중단영업기본주당이익,1,중단영업기본주당이익
중단영업희석주당이익,1,중단영업희석주당이익
배당금수령,1,배당금수령
이자수령,1,이자수령
미지급금의감소,1,미지급금의 감소
기타금융자산단기의감소,1,기타금융자산(단기)의 감소
기타금융자산단기의증가,1,기타금융자산(단기)의 증가
기타금융자산장기의증가,1,기타금융자산(장기)의 증가
기타채권단기의감소,1,기타채권(단기)의 감소
기타채권단기의증가,1,기타채권(단기)의 증가
기타채권장기의증가,1,기타채권(장기)의 증가
공정가치측정금융자산의증가,1,공정가치측정금융자산의 증가
전환우선주단주대금,1,전환우선주 단주대금
종속기업투자지분의일부처분,1,종속기업투자지분의 일부처분
종속기업투자주식의일부매입,1,종속기업투자주식의 일부매입
매각예정자산으로대체,1,매각예정자산으로 대체
종업원급여자산,1,종업원급여자산
종업원급여부채유동,1,종업원급여부채(유동)
종업원급여부채,1,종업원급여부채
영업손실,1,영업손실
관계기업손익에대한지분,1,관계기업 손익에 대한 지분
법인세차감전계속사업손실,1,법인세차감전계속사업손실
해외사업산손익,1,해외사업산손익
당기순손실의귀속,1,당기순손실의 귀속
총포괄이익손실의귀속,1,총포괄이익(손실)의 귀속
기본및희석주당손실,1,기본 및 희석주당손실
법인세환급금,1,법인세환급금
단기금융자산의취득,1,단기금융자산의 취득
기타투자금융자산의취득,1,기타투자금융자산의 취득
소송관련대금의지출,1,소송관련 대금의 지출
파생상품의처분,1,파생상품의 처분
연결범위변동으로인한현금유출,1,연결범위변동으로인한현금유출
소송대금의지급,1,소송대금의 지급
기타순손실,1,기타순손실
금융순손실,1,금융순손실
지배기업의소유주귀속순손익,1,지배기업의 소유주 귀속 순손익
비지배지분귀속순손익,1,비지배지분 귀속 순손익
순확정급여의재측정요소,1,순확정급여의 재측정요소
비지배지분귀속총포괄손익,1,비지배지분 귀속 총포괄손익
종속기업의처분에따른순현금흐름,1,종속기업의 처분에 따른 순현금흐름
주식취득관련선급금반환,1,주식취득관련 선급금반환
주식취득관련선급금지급,1,주식취득관련 선급금지급
사업결합에따른현금유출,1,사업결합에 따른 현금유출
전환사채발행대금의선수,1,전환사채 발행대금의 선수
신주청약증거금의납입,1,신주청약증거금의 납입
외화사채의발행,1,외화사채의 발행
신주청약증거금의반환,1,신주청약증거금의 반환
매각예정비유동자산으로대체,1,매각예정비유동자산으로 대체
기타유형자산,1,기타유형자산
유동성장기차입의상환,1,유동성장기차입의 상환
기타비유동채권의증가감소,1,기타비유동채권의 증가(감소)
기타비유동지급채무의증감,1,기타비유동지급채무의 증감
유동성당기손익공정가치측정금융자산,1,유동성당기손익-공정가치측정금융자산
계속영업손익,1,계속영업손익
중단영업손익,1,중단영업손익
후속적으로당기손익으로재분류되지않는포괄손익:,1,후속적으로 당기손익으로 재분류되지 않는 포괄손익:
순확정급여채무의재측정요소,1,순확정급여채무의 재측정요소
자본화된차입원가,1,자본화된 차입원가
유동리스부채의감소,1,유동리스부채의 감소
원재료총액,1,"원재료, 총액"
상품총액,1,"상품, 총액"
평가충당금상품,1,"평가충당금, 상품"
제품총액,1,"제품, 총액"
평가충당금제품,1,"평가충당금, 제품"
단기반환재고회수권,1,단기반환재고회수권
토지총액,1,"토지, 총액"
건물총액,1,"건물, 총액"
정부보조금건물,1,"정부보조금, 건물"
감가상각누계액건물,1,"감가상각누계액, 건물"
구축물총액,1,"구축물, 총액"
감가상각누계액구축물,1,"감가상각누계액, 구축물"
기계장치총액,1,"기계장치, 총액"
정부보조금기계장치,1,"정부보조금, 기계장치"
감가상각누계액기계장치,1,"감가상각누계액, 기계장치"
차량운반구총액,1,"차량운반구, 총액"
감가상각누계액차량운반구,1,"감가상각누계액, 차량운반구"
건설중인자산총액,1,"건설중인자산, 총액"
손상차손누계액건설중인자산,1,"손상차손누계액, 건설중인자산"
기타유형자산총액,1,"기타유형자산, 총액"
감가상각누계액기타유형자산,1,"감가상각누계액, 기타유형자산"
컴퓨터소프트웨어총액,1,"컴퓨터소프트웨어, 총액"
정부보조금컴퓨터소프트웨어,1,"정부보조금, 컴퓨터소프트웨어"
기타무형자산총액,1,"기타무형자산, 총액"
대손충당금장기대여금,1,대손충당금(장기대여금)
장기미수금,1,장기미수금
대손충당금장기미수금,1,대손충당금(장기미수금)
비유동제품보증충당부채,1,비유동 제품보증충당부채
반품충당부채,1,반품충당부채
기타법정적립금,1,기타법정적립금
급여판관비,1,"급여, 판관비"
퇴직급여판관비,1,"퇴직급여, 판관비"
복리후생비판관비,1,"복리후생비, 판관비"
보험료판관비,1,"보험료, 판관비"
감가상각비판관비,1,"감가상각비, 판관비"
무형자산상각비판관비,1,"무형자산상각비, 판관비"
지급수수료판관비,1,"지급수수료, 판관비"
교육훈련비판관비,1,"교육훈련비, 판관비"
차량유지비판관비,1,"차량유지비, 판관비"
도서인쇄비판관비,1,"도서인쇄비, 판관비"
접대비판관비,1,"접대비, 판관비"
임차료판관비,1,"임차료, 판관비"
통신비판관비,1,"통신비, 판관비"
운반비판관비,1,"운반비, 판관비"
세금과공과판관비,1,"세금과공과, 판관비"
소모품비판관비,1,"소모품비, 판관비"
수선비판관비,1,"수선비, 판관비"
여비교통비판관비,1,"여비교통비, 판관비"
유형자산폐기손실,1,유형자산폐기손실
무형자산폐기손실,1,무형자산폐기손실
외화환산이익금융수익,1,외화환산이익(금융수익)
외환차익금융수익,1,외환차익(금융수익)
당기손익인식금융자산평가이익금융수익,1,당기손익인식금융자산평가이익(금융수익)
당기손익인식금융자산처분이익금융수익,1,당기손익인식금융자산처분이익(금융수익)
외화환산손실금융원가,1,외화환산손실(금융원가)
외환차손금융원가,1,외환차손(금융원가)
당기손익인식금융자산평가손실금융원가,1,당기손익인식금융자산평가손실(금융원가)
당기손익으로재분류되지않은항목,1,당기손익으로 재분류되지 않은 항목
확정급여제도의재측졍요소,1,확정급여제도의 재측졍요소
무형자산폐기손실조정,1,무형자산폐기손실 조정
유형자산손상차손환입조정,1,유형자산손상차손환입 조정
단기미수금의감소증가,1,단기미수금의 감소(증가)
장기미수금의감소증가,1,장기미수금의 감소(증가)
단기선급비용의감소증가,1,단기선급비용의 감소(증가)
장기선수금의증가감소,1,장기선수금의 증가(감소)
기타장기종업원급여의증가감소,1,기타장기종업원급여의 증가(감소)
확정급여부채의증가감소,1,확정급여부채의 증가(감소)
상각후원가측정금융자산처분,1,상각후원가측정금융자산처분
제작기계의취득,1,제작기계의 취득
당기손익공정가치금융자산의취득투자활동,1,당기손익-공정가치금융자산의취득 - 투자활동
종속기업공동기업및관계기업투자,1,종속기업 · 공동기업및관계기업투자
지분법관련손익,1,지분법관련손익
확정급여제도의재측정손익세전기타포괄손익,1,확정급여제도의 재측정손익(세전기타포괄손익)
지분법적용대상관계기업과공동기업의기타포괄손익에대한지분세전기타포괄손익,1,지분법 적용대상 관계기업과 공동기업의 기타포괄손익에 대한 지분(세전기타포괄손익)
지분법적용대상관계기업과공동기업의기타포괄손익에대한지분,1,지분법 적용대상 관계기업과 공동기업의 기타포괄손익에 대한 지분
보통주주당이익손실,1,보통주 주당이익(손실)
우선주주당이익손실,1,우선주 주당이익(손실)
영업활동자산부채의변동,1,영업활동 자산부채의 변동
불법행위미수금의회수,1,불법행위미수금의 회수
대손충당금단기미수수익,1,"대손충당금, 단기미수수익"
부가가치세대급금,1,부가가치세대급금
장기미수수익총액,1,"장기미수수익, 총액"
대손충당금장기선급금,1,"대손충당금, 장기선급금"
비유동사후처리복구정화비용을위한충당부채,1,"비유동 사후처리, 복구, 정화 비용을 위한 충당부채"
비유동하자보수충당부채,1,비유동하자보수충당부채
확정급여채무의현재가치,1,확정급여채무의현재가치
퇴직급여운용자산퇴직연금운용자산차감계정,1,"퇴직급여운용자산/퇴직연금운용자산, 차감계정"
임의적립금,1,임의적립금
임대수익,1,임대수익
용역매출액,1,용역매출액
용역의제공으로인한수익매출액에대한매출원가,1,용역의 제공으로 인한 수익(매출액)에 대한 매출원가
임대매출원가임대수익원가,1,임대매출원가/임대수익원가
용역매출원가,1,용역매출원가
후속기간에당기손익으로재분류되지않는포괄손익,1,후속기간에 당기손익으로 재분류되지 않는 포괄손익
확정급여채무의재측정요소,1,확정급여채무의 재측정요소
후속기간에당기손익으로재분류되는포괄손익,1,후속기간에 당기손익으로 재분류되는 포괄손익
영업활동으로창출된현금,1,영업활동으로 창출된 현금
당기손익인식공정가치측정금융자산의감소,1,당기손익인식-공정가치측정 금융자산의 감소
대여금의대여,1,대여금의 대여
유형자산및투자부동산의처분,1,유형자산및투자부동산의 처분
유형자산및투자부동산의취득,1,유형자산및투자부동산의 취득
처분,1,처분
종속기업자기주식의취득,1,종속기업 자기주식의 취득
환율변동으로인한현금흐름,1,환율변동으로 인한 현금흐름
장기기타지급채무,1,장기기타지급채무
기타매출액,1,기타매출액
매출에누리및환입,1,매출에누리및환입
기타매출원가,1,기타매출원가
파생상품평가손익,1,파생상품평가손익
유무형자산처분손실,1,유무형자산처분손실
투자부동산평가손실,1,투자부동산평가손실
유무형자산처분이익,1,유무형자산처분이익
예치보증금의감소증가,1,예치보증금의 감소(증가)
환불부채의증가감소,1,환불부채의 증가(감소)
장단기대여금의감소,1,장단기대여금의 감소
장단기대여금의증가,1,장단기대여금의 증가
장단기차입금의차입,1,장단기차입금의 차입
장단기차입금의상환,1,장단기차입금의 상환
장기금융부채,1,장기금융부채
관계기업의기타포괄손익지분,1,관계기업의 기타포괄손익 지분
기타포괄손익공정가치금융상품평가손익,1,기타포괄손익-공정가치 금융상품 평가손익
총포괄의손익귀속,1,총포괄의손익귀속
지배기업의소유주에게귀속되는총포괄순이익손실,1,지배기업의 소유주에게 귀속되는 총포괄순이익(손실)
비지배지분에귀속될총포괄순이익손실,1,비지배지분에 귀속될 총포괄순이익(손실)
종속기업처분에따른순현금흐름,1,종속기업 처분에 따른 순현금흐름
관계기업투자주식의감소,1,관계기업투자주식의 감소
유형자산의증가,1,유형자산의 증가
전환우선주의감소,1,전환우선주의 감소
사채의감소,1,사채의 감소
보증부채의감소,1,보증부채의 감소
비지배지분부채의증가,1,비지배지분부채의 증가
전환사채발행비,1,전환사채발행비
기타포괄손익금융자산,1,기타포괄손익금융자산
당기손익인식금융자산,1,당기손익인식금융자산
법인세부채,1,법인세부채
계속사업법인세차감전순이익손실,1,계속사업법인세차감전순이익(손실)
계속사업법인세비용,1,계속사업법인세비용
기타포괄손익금융자산평가,1,기타포괄손익금융자산 평가
종업원급여재측정요소,1,종업원급여재측정요소
금융자산수취채권의감소,1,금융자산수취채권의 감소
종속기업의처분으로인한순현금흐름,1,종속기업의 처분으로 인한 순현금흐름
기타포괄손익금융자산의처분,1,기타포괄손익금융자산의 처분
파생상품자산의처분,1,파생상품자산의 처분
사업결합으로인한유출,1,사업결합으로 인한 유출
비유동당기손익인식금융자산의증가,1,비유동당기손익인식금융자산의 증가
기타포괄손익금융자산의취득,1,기타포괄손익금융자산의 취득
중단영업으로인한현금흐름,1,중단영업으로 인한 현금흐름
금융수취채권의증가,1,금융수취채권의 증가
관계지업투자손익,1,관계지업투자손익
순확정급여부채의재측정손익,1,순확정급여부채의 재측정손익
자산재평가손익세전기타포괄손익,1,자산재평가손익(세전기타포괄손익)
금융보증채무손실,1,금융보증채무손실
금융보증채무환입,1,금융보증채무환입
부가세대급금의감소증가,1,부가세대급금의 감소(증가)
예수보증금의증가감소,1,예수보증금의 증가(감소)
기타장기부채의증가감소,1,기타장기부채의 증가(감소)
리스부채의원금상환,1,리스부채의 원금상환
매입채무및기타지급채무,1,매입채무 및 기타지급채무
장기매입채무및기타지급채무,1,장기매입채무 및 기타지급채무
관계기업기업투자처분손익,1,관계기업기업투자처분손익
기타포괄손익공정가치측정수익증권평가손익,1,기타포괄손익-공정가치 측정 수익증권 평가손익
퇴직급여원가,1,퇴직급여원가
무형자산처분이익조정,1,무형자산처분이익 조정
투자부동산처분이익조정,1,투자부동산처분이익 조정
당기손익인식공정치측정금융자산의처분,1,당기손익인식공정치측정금융자산의 처분
연결범위변동으로인한순현금유입,1,연결범위변동으로 인한 순현금유입
비유동계약자산,1,비유동계약자산
순이연법인세자산,1,순이연법인세자산
유동품질보증충당부채,1,유동품질보증충당부채
영업순손익,1,영업순손익
지배기업의소유주에게귀속되는당기순손익,1,지배기업의 소유주에게 귀속되는 당기순손익
지배기업소유주지분에게귀속되는총포괄손익,1,지배기업소유주지분에게 귀속되는 총포괄손익
당기순손익조정을위한가감,1,당기순손익 조정을 위한 가감
당기손익인식금융자산처분손실의조정,1,당기손익인식금융자산처분손실의 조정
품질보증충당부채전입액,1,품질보증충당부채전입액
기타장기종업원급여,1,기타장기종업원급여
당기손익인식금융자산처분이익의조정,1,당기손익인식금융자산처분이익의 조정
보상및배상금수익,1,보상 및 배상금수익
채무면제이익,1,채무면제이익
퇴직급여채무의증가,1,퇴직급여채무의 증가
기타장기종업원급여부채의증가감소,1,기타장기종업원급여부채의 증가(감소)
자기주식의처분및발행현금흐름,1,자기주식의 처분 및 발행 현금흐름
장기미지급금의상환,1,장기미지급금의 상환
유동판매보증충당부채,1,유동판매보증충당부채
영업으로창출된현금흐름,1,영업으로 창출된 현금흐름
장기미지급금의증가,1,장기미지급금의 증가
유동화채무,1,유동화채무
장기유동화채무,1,장기유동화채무
비유동금융보증부채,1,비유동금융보증부채
기타손익,1,기타손익
금융손익,1,금융손익
관계기업투자주식관련손익,1,관계기업투자주식관련손익
기타비유동금즁자산의증가,1,기타비유동금즁자산의 증가
파생상품의거래정산,1,파생상품의 거래정산
장기유동화채무의차입,1,장기유동화채무의 차입
유동화채무의상환,1,유동화채무의 상환
비유동기타부채,1,비유동 기타부채
유ㆍ무형자산의처분,1,유ㆍ무형자산의 처분
유ㆍ무형자산의취득,1,유ㆍ무형자산의 취득
선급법인세,1,선급법인세
장기투자증권,1,장기투자증권
지분법적용투자손익,1,지분법적용투자손익
관계기업투자주식처분이익,1,관계기업투자주식처분이익
기타비유동자산의처분,1,기타비유동자산의 처분
비유동금융부채,1,비유동금융부채
유형자산재평가손익,1,유형자산재평가손익
관계기업이익잉여금변동,1,관계기업이익잉여금변동
관계기업및공동기업투자이익,1,관계기업 및 공동기업투자이익
기타장기종업원급여조정,1,기타장기종업원급여 조정
재고자산평가손실환입조정,1,재고자산평가손실환입 조정
보증수리비조정,1,보증수리비 조정
금융보증환입조정,1,금융보증환입 조정
금융보증손실조정,1,금융보증손실 조정
순확정급여자산자산부채,1,순확정급여자산 자산(부채)
기타비유동채권의증가,1,기타비유동채권의 증가
기타비유동채권의감소,1,기타비유동채권의 감소
비유동금융자산의취득,1,비유동금융자산의 취득
비유동금융자산의처분,1,비유동금융자산의 처분
유동금융자산의취득,1,유동금융자산의 취득
유동금융자산의처분,1,유동금융자산의 처분
연결범위의변동으로인한순현금흐름,1,연결범위의 변동으로 인한 순현금흐름
예수보증금증가,1,예수보증금 증가
예수보증금감소,1,예수보증금 감소
561533,1,"5,6,15,33"
5833,1,"5,8,33"
7,1,7
583334,1,"5,8,33,34"
1133,1,"11,33"
12,1,12
5151633,1,"5,15,16,33"
51833,1,"5,18,33"
52033,1,"5,20,33"
51633,1,"5,16,33"
21,1,21
51933,1,"5,19,33"
26,1,26
관계기업에대한지분법손익,1,관계기업에 대한 지분법손익
종속기업및관계기업투자관련손익,1,종속기업 및 관계기업투자 관련 손익
연결대상종속기업지분의처분으로인한순현금유입,1,연결대상종속기업지분의 처분으로 인한 순현금유입
투자선급비용의증가,1,투자선급비용의 증가
기타재무활동현금유입,1,기타재무활동 현금유입
파생상품금융부채,1,파생상품금융부채
판매관리비,1,판매관리비
법인세비용차감전영업순이익,1,법인세비용차감전영업순이익
계속영업당기순이익,1,계속영업당기순이익
세후중단영업당기순이익,1,세후중단영업당기순이익
기타포괄이익손실,1,기타포괄이익(손실)
기타포괄손익공정가치금융자산평가손익지분상품,1,기타포괄손익-공정가치금융자산평가손익(지분상품)
주당이익,1,주당이익
지배기업소유주기본주당이익,1,지배기업소유주 기본주당이익
지배기업소유주희석주당이익,1,지배기업소유주 희석주당이익
주당계속영업이익,1,주당계속영업이익
지배기업소유주기본주당계속영업이익,1,지배기업소유주 기본주당계속영업이익
지배기업소유주희석주당계속영업이익,1,지배기업소유주 희석주당계속영업이익
I.영업활동으로인한현금흐름,1,I.영업활동으로인한현금흐름
손익항목조정,1,손익항목조정
II.투자활동으로인한현금흐름,1,II.투자활동으로인한현금흐름
소유주지분변동으로인한순현금유입,1,소유주지분변동으로 인한 순현금유입
영업양수도에의한현금유입,1,영업양수도에 의한 현금 유입
III.재무활동으로인한현금흐름,1,III.재무활동으로인한현금흐름
파생금융상품의증가,1,파생금융상품의 증가
소유주지분변동으로인한현금유입,1,소유주지분변동으로 인한 현금유입
신주인수권부채의상환,1,신주인수권부채의 상환
IV.현금및현금성자산의증가감소I+II+III,1,IV. 현금및현금성자산의증가(감소)(I+II+III)
V.기초의현금및현금성자산,1,V.기초의 현금및현금성자산
Ⅵ.외화환산으로인한현금의변동,1,Ⅵ. 외화환산으로 인한 현금의 변동
반기말의현금및현금성자산,1,반기말의 현금및현금성자산
예수금,1,예수금
보통주납입자본,1,보통주납입자본
단기금융상품의증감,1,단기금융상품의 증감
장기금융상품의증감,1,장기금융상품의 증감
사업양도로인한순현금흐름,1,사업양도로 인한 순현금흐름
비지배지분의증감,1,비지배지분의 증감
현금및현금성자산증감,1,현금및현금성자산 증감
당기손익공정가치측정금융자산유동,1,당기손익-공정가치측정금융자산(유동)
기타유동수취채권,1,기타유동수취채권
당기손익공정가치측정비유동금융자산,1,당기손익-공정가치측정 비유동 금융자산
이익잉여금（결손금）,1,이익잉여금（결손금）
해외사업장환산외환손익,1,해외사업장환산외환손익
공사손실충당부채전입액,1,공사손실충당부채전입액
판매보증충당부채전입액,1,판매보증충당부채전입액
계약손실충당부채전입액환입액,1,계약손실충당부채전입액(환입액)
재고자산평가손실환입액등,1,재고자산평가손실(환입액) 등
기타비유동금융자산처분손실,1,기타비유동금융자산처분손실
전환사채전환손실,1,전환사채전환손실
기타비유동금융자산처분이익,1,기타비유동금융자산처분이익
전환사채전환이익,1,전환사채전환이익
금융보증부채환입,1,금융보증부채환입
기타유동수취채권의감소증가,1,기타유동수취채권의 감소(증가)
기타지급채무의증가감소,1,기타지급채무의 증가(감소)
충당부채의사용,1,충당부채의 사용
기타비유동지급채무의증가감소,1,기타비유동지급채무의 증가(감소)
4.법인세납부,1,4. 법인세 납부
단기임차보증금의감소,1,단기임차보증금의 감소
기타비유동수취채권의감소,1,기타비유동수취채권의 감소
단기임차보증금의증가,1,단기임차보증금의 증가
기타비유동수취채권의증가,1,기타비유동수취채권의 증가
장기예수보증금총액,1,"장기예수보증금, 총액"
보험수리적손실,1,보험수리적손실
유형자산재평가이익,1,유형자산재평가이익
회원권의처분,1,회원권의 처분
장기차입금의증가감소,1,장기차입금의 증가(감소)
유동생물자산총액,1,"유동생물자산, 총액"
비유동생물자산총액,1,"비유동생물자산, 총액"
관계기업기타포괄손익에대한지분,1,관계기업 기타포괄손익에 대한 지분
관계기업기타포괄손익지분,1,관계기업 기타포괄손익지분
현금흐름위험회피파생상품평가손익,1,현금흐름위험회피파생상품평가손익
생물자산평가손실,1,생물자산평가손실
감가상각비생물자산,1,"감가상각비, 생물자산"
투자자산처분손실,1,투자자산처분손실
파생금융자산평가이익,1,파생금융자산평가이익
장기기타채권의감소증가,1,장기기타채권의 감소(증가)
기타채무의증가,1,기타채무의 증가
보증금자산의증가,1,보증금자산의 증가
당기손익으로재분류되지않는항목의법인세,1,당기손익으로 재분류되지 않는 항목의 법인세
지배주주지분기본주당이익,1,지배주주지분 기본주당이익
지배주주지분희석주당이익,1,지배주주지분 희석주당이익
파생상품평가이익금융수익,1,파생상품평가이익(금융수익)
파생상품거래손실금융원가,1,파생상품거래손실(금융원가)
파생상품평가손실금융원가,1,파생상품평가손실(금융원가)
지분법기타포괄손익,1,지분법기타포괄손익
종속기업관계기업및공동기업투자의처분,1,"종속기업, 관계기업 및 공동기업투자의 처분"
종속기업관계기업및공동기업투자의취득,1,"종속기업, 관계기업 및 공동기업투자의 취득"
파생상품의감소,1,파생상품의 감소
사업결합으로인한현금유출입,1,사업결합으로 인한 현금 유출입
복구충당부채의감소,1,복구충당부채의 감소
소유주에대한배분으로인식된배당금,1,소유주에 대한 배분으로 인식된 배당금
당기손익공정가치측정유동금융자산,1,당기손익-공정가치 측정 유동금융자산
기타포괄공정가치측정비유동금융자산,1,기타포괄-공정가치 측정 비유동금융자산
기타포괄공정가치측정금융자산의처분,1,기타포괄-공정가치측정금융자산의 처분
기타채권의회수,1,기타채권의 회수
연결범위변동으로인한현금유입,1,연결범위변동으로 인한 현금유입
임대용자산의처분,1,임대용자산의 처분
금융리스채권의처분,1,금융리스채권의 처분
기타포괄공정가치측정금융자산의증가,1,기타포괄-공정가치측정금융자산의 증가
기계장치의증가,1,기계장치의 증가
상표권의증가,1,상표권의 증가
금융리스채권의증가,1,금융리스채권의 증가
관계회사차입금의상환,1,관계회사차입금의 상환
합병으로인한자본잉여금조정,1,합병으로 인한 자본잉여금 조정
당기손익인식금융부채[개요],1,당기손익인식금융부채 [개요]
I.지배기업소유주지분,1,I. 지배기업소유주지분
II.비지배지분,1,II. 비지배지분
IV.판매비와관리비,1,IV. 판매비와관리비
V.영업이익,1,V. 영업이익
1.기타수익,1,1. 기타수익
2.기타비용,1,2. 기타비용
3.금융수익,1,3. 금융수익
4.금융비용,1,4. 금융비용
5.관계기업및공동기업투자손익,1,5. 관계기업및공동기업투자손익
VI.법인세비용차감전순손익,1,VI. 법인세비용차감전순손익
1.후속적으로당기손익으로재분류되는항목,1,1. 후속적으로 당기손익으로 재분류되는 항목
가.당기순이익,1,가. 당기순이익
나.비현금항목의조정,1,나. 비현금항목의 조정
다.영업활동으로인한자산ㆍ부채의변동,1,다. 영업활동으로 인한 자산ㆍ부채의 변동
4.배당금수취,1,4. 배당금 수취
5.법인세환급납부,1,5. 법인세 환급(납부)
1.투자활동으로인한현금유입액,1,1. 투자활동으로 인한 현금유입액
2.투자활동으로인한현금유출액,1,2. 투자활동으로 인한 현금유출액
Ⅳ.현금및현금성자산의환율변동효과,1,Ⅳ. 현금및현금성자산의 환율변동효과
Ⅴ.현금및현금성자산의증가감소,1,Ⅴ. 현금및현금성자산의 증가(감소)
Ⅵ.기초의현금및현금성자산,1,Ⅵ. 기초의 현금및현금성자산
Ⅶ.기말의현금및현금성자산,1,Ⅶ. 기말의 현금및현금성자산
현금및현금성자산에서발생한환산손익,1,현금및현금성자산에서발생한 환산손익
자산재평가잉여금,1,자산재평가잉여금
하역매출,1,하역매출
하역매출원가,1,하역매출원가
국공채의증가,1,국공채의 증가
국공채의감소,1,국공채의 감소
사용권자산의증가,1,사용권자산의 증가
기타유동채무,1,기타유동채무
법인세차감전순이익,1,법인세차감전순이익
지배기업소유주지분포괄이익,1,지배기업소유주지분 포괄이익
비지배지분포괄이익,1,비지배지분 포괄이익
기본주당순이익,1,기본주당순이익
희석주당순이익,1,희석주당순이익
주식선택권,1,주식선택권
분할합병으로인한현금감소,1,분할합병으로 인한 현금 감소
순확정급여부채재측정요소,1,순확정급여부채 재측정요소
당기손익으로재분류되는항목,1,당기손익으로 재분류되는 항목
금융상품평가손실,1,금융상품평가손실
수선비,1,수선비
받을어음의감소증가,1,받을어음의감소(증가)
선급세금의감소증가,1,선급세금의 감소(증가)
부가가치세대급금의감소증가,1,부가가치세대급금의 감소(증가)
이연법인세자산의증가감소,1,이연법인세자산의 증가(감소)
확정급여채무의증가감소,1,확정급여채무의 증가(감소)
특정금전신탁의감소,1,특정금전신탁의 감소
자본금발생,1,자본금발생
특정금전신탁의증가,1,특정금전신탁의 증가
국고보조금비품이외,1,국고보조금(비품 이외)
관계사전출입충당금증가,1,관계사전출입 충당금 증가
관계사전출입충당금의감소,1,관계사전출입 충당금의 감소
무상증자비용,1,무상증자 비용
기타장기수취채권,1,기타장기수취채권
기타장기지급채무,1,기타장기지급채무
매도가능금융자산평가손익,1,매도가능금융자산평가손익
기타장기수취채권의감소,1,기타장기수취채권의 감소
기타장기수취채권의증가,1,기타장기수취채권의 증가
단기전환사채,1,단기전환사채
계속영업기타포괄손익,1,계속영업 기타포괄손익
계속영업총포괄손실,1,계속영업 총포괄손실
중단영업총포괄손실,1,중단영업 총포괄손실
계속영업기본및희석주당손실,1,계속영업기본 및 희석주당손실
중단영업기본및희석주당손실,1,중단영업 기본 및 희석주당손실
단기대여금의대여,1,단기대여금의 대여
연결범위변동으로인한자산부채감소,1,연결범위 변동으로 인한 자산부채 감소
선급리스료의증가,1,선급리스료의 증가
이월이익잉여금,1,이월이익잉여금
물류원가,1,물류원가
관계기업지분법손실,1,관계기업지분법손실
당기순이익조정을위한기타가감,1,당기순이익조정을 위한 기타 가감
기타유동금융잔산의취득,1,기타유동금융잔산의 취득
당기손익공정가치측정금웅자산의취득,1,당기손익-공정가치측정금웅자산의 취득
선급금의납입,1,선급금의납입
종속기업취득에의한비지배지분의증가,1,종속기업 취득에 의한 비지배지분의 증가
기타장기종업원급여충당부채,1,기타장기종업원급여충당부채
단기기타금융자산의처분,1,단기기타금융자산의 처분
단기기타금융자산의취득,1,단기기타금융자산의 취득
단기리스부채의상환,1,단기리스부채의 상환
유동당기손익인식지정금융자산,1,유동당기손익인식지정금융자산
유동만기보유금융자산,1,유동만기보유금융자산
비유동만기보유금융자산,1,비유동만기보유금융자산
유동종업원급여충당부채,1,유동종업원급여충당부채
지분법적용투자지분의미분배수익,1,지분법적용 투자지분의 미분배 수익
지배기업의보통주에귀속되는계속영업당기순이익손실,1,지배기업의 보통주에 귀속되는 계속영업당기순이익(손실)
지배기업의보통주에귀속되는중단영업당기순이익손실,1,지배기업의 보통주에 귀속되는 중단영업당기순이익(손실)
비지배지분에귀속될계속영업이익손실,1,비지배지분에 귀속될 계속영업이익(손실)
